Date,Close,High,Low,Open,Volume,Asset,Daily_Return,Rolling_Volatility_30,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,TSLA,TSLA,TSLA,TSLA,TSLA,,,,BND,BND,BND,BND,BND,SPY,SPY,SPY,SPY,SPY
2015-02-06,,,,,,BND,,,60.85929870605469,61.07160777529843,60.84465920510792,61.04232318794096,2907700.0,,,,,
2015-02-09,,,,,,BND,,,60.837371826171875,60.97647230015458,60.808087221887774,60.96182720527896,1384600.0,,,,,
2015-02-10,,,,,,BND,,,60.72755432128906,60.79344607552085,60.690952756019854,60.76416147202528,1447900.0,,,,,
2015-02-11,,,,,,BND,,,60.72755432128906,60.800768622761495,60.68363020877921,60.76416147202528,1904000.0,,,,,
2015-02-12,,,,,,BND,,,60.75682830810547,60.83735955727947,60.7348662556882,60.75682830810547,4662900.0,,,,,
2015-02-13,,,,,,BND,,,60.617713928222656,60.78609333284612,60.617713928222656,60.78609333284612,1883000.0,,,,,
2015-02-17,,,,,,BND,,,60.37615203857422,60.617745835468256,60.354189981668796,60.603100740553195,5281500.0,,,,,
2015-02-18,,,,,,BND,,,60.544498443603516,60.63235220867936,60.39075854381887,60.46396722198335,3813000.0,,,,,
2015-02-19,,,,,,BND,,,60.4932861328125,60.62506406246192,60.47132407544881,60.57381740012421,1322700.0,,,,,
2015-02-20,,,,,,BND,,,60.507911682128906,60.67629112450367,60.42005789558633,60.58112037818165,3145800.0,,,,,
2015-02-23,,,,,,BND,,,60.63237380981445,60.68362046133334,60.58112715829557,60.61773430315168,3952700.0,,,,,
2015-02-24,,,,,,BND,,,60.88127517700195,60.92519927168497,60.52986566314362,60.632358941047144,2542200.0,,,,,
2015-02-25,,,,,,BND,,,60.93988037109375,60.95452546962769,60.82274751016493,60.87399418409664,4934600.0,,,,,
2015-02-26,,,,,,BND,,,60.771453857421875,60.939833262118256,60.764131313815525,60.86662458244747,2187500.0,,,,,
2015-02-27,,,,,,BND,,,60.822731018066406,60.84469307444376,60.71291515071261,60.78612386712613,4094400.0,,,,,
2015-03-02,,,,,,BND,,,60.62612533569336,60.88285916470271,60.6114516332484,60.85351735619053,2476100.0,,,,,
2015-03-03,,,,,,BND,,,60.55278396606445,60.67014562380219,60.53811026111055,60.61146199674398,2648100.0,,,,,
2015-03-04,,,,,,BND,,,60.55278396606445,60.63347255417483,60.523442152535345,60.589457035691815,1425400.0,,,,,
2015-03-05,,,,,,BND,,,60.589439392089844,60.64812300205943,60.51608767781639,60.56743443744551,1340800.0,,,,,
2015-03-06,,,,,,BND,,,60.23739242553711,60.37675910438738,60.17137191755026,60.37675910438738,1580000.0,,,,,
2015-03-09,,,,,,BND,,,60.310733795166016,60.36941743739698,60.281391974050536,60.35474372864917,1982300.0,,,,,
2015-03-10,,,,,,BND,,,60.54542922973633,60.55276608004613,60.46474066545967,60.479408769702225,3766100.0,,,,,
2015-03-11,,,,,,BND,,,60.61145782470703,60.65547334016035,60.52343798655703,60.54544294609453,4829700.0,,,,,
2015-03-12,,,,,,BND,,,60.655513763427734,60.80221732236575,60.62617193236372,60.78754920502477,8421500.0,,,,,
2015-03-13,,,,,,BND,,,60.59677505493164,60.71413667619385,60.57477010071854,60.59677505493165,2114500.0,,,,,
2015-03-16,,,,,,BND,,,60.71413040161133,60.78748770324308,60.64077869635595,60.7508090524272,1203700.0,,,,,
2015-03-17,,,,,,BND,,,60.765506744384766,60.765506744384766,60.69215500341113,60.72149681907641,1471300.0,,,,,
2015-03-18,,,,,,BND,,,61.13960266113281,61.13960266113281,60.7141547650009,60.83152201760775,5534300.0,,,,,
2015-03-19,,,,,,BND,,,60.95623016357422,61.11760736323354,60.91955708862043,61.102939252527925,1208100.0,,,,,
2015-03-20,,,,,,BND,,,61.11759567260742,61.12493252474659,60.99289716813385,60.99289716813385,1011200.0,,,,,
2015-03-23,,,,,,BND,,,61.146949768066406,61.15428662167941,61.04425620300266,61.146949768066406,1572700.0,,,,,
2015-03-24,,,,,,BND,,,61.249629974365234,61.28630863805092,61.12493147203924,61.18361509538501,2300500.0,,,,,
2015-03-25,,,,,,BND,,,61.15425109863281,61.3229594590762,61.13957739993041,61.3229594590762,1559900.0,,,,,
2015-03-26,,,,,,BND,,,60.95623016357422,61.07359743473718,60.89754652799274,61.06626058119462,2342500.0,,,,,
2015-03-27,,,,,,BND,,,61.01493453979492,61.09562316705284,60.97825585599354,61.01493453979492,6542300.0,,,,,
2015-03-30,,,,,,BND,,,61.088279724121094,61.11762154872211,61.03693293016451,61.10295343461201,1634800.0,,,,,
2015-03-31,,,,,,BND,,,61.15425109863281,61.20559785133858,61.05888884619616,61.102904345927044,1996000.0,,,,,
2015-04-01,,,,,,BND,,,61.39765548706055,61.4270646879693,61.28001868342553,61.29472608849567,3132700.0,,,,,
2015-04-02,,,,,,BND,,,61.31679916381836,61.42708229653184,61.2947436591223,61.41972859188878,791200.0,,,,,
2015-04-06,,,,,,BND,,,61.36821365356445,61.471142997396576,61.30939528302365,61.46378929877184,1768800.0,,,,,
2015-04-07,,,,,,BND,,,61.40497970581055,61.41968710516238,61.26529306734422,61.316757746616936,977400.0,,,,,
2015-04-08,,,,,,BND,,,61.36088943481445,61.419707833613636,61.27266183661569,61.40500042929822,3470700.0,,,,,
2015-04-09,,,,,,BND,,,61.228546142578125,61.375592128289654,61.16972774829352,61.375592128289654,1025400.0,,,,,
2015-04-10,,,,,,BND,,,61.19912338256836,61.30205274513995,61.169714191943676,61.279997254478836,4290100.0,,,,,
2015-04-13,,,,,,BND,,,61.21385192871094,61.28001842355139,61.16973532291913,61.243261129494975,6046400.0,,,,,
2015-04-14,,,,,,BND,,,61.3240852355957,61.45641811782536,61.31673153906286,61.41230715708214,1398100.0,,,,,
2015-04-15,,,,,,BND,,,61.38297653198242,61.449148667004685,61.360921023386375,61.42709315840864,1022400.0,,,,,
2015-04-16,,,,,,BND,,,61.36821365356445,61.43438011350144,61.302041584398914,61.39762283883485,1289900.0,,,,,
2015-04-17,,,,,,BND,,,61.47114562988281,61.50790851535231,61.31675160752273,61.353508883763446,1693900.0,,,,,
2015-04-20,,,,,,BND,,,61.40497970581055,61.456444385083266,61.33145953673942,61.42704080483829,2463600.0,,,,,
2015-04-21,,,,,,BND,,,61.331451416015625,61.40497157535216,61.287340442259435,61.37556799900043,1788000.0,,,,,
2015-04-22,,,,,,BND,,,61.103553771972656,61.31676621819708,61.103553771972656,61.30941251750517,1501300.0,,,,,
2015-04-23,,,,,,BND,,,61.221153259277344,61.29467900969183,61.12557763665662,61.16234051186387,5518000.0,,,,,
2015-04-24,,,,,,BND,,,61.31679916381836,61.37561758249664,61.265334449783154,61.30209175453223,1597900.0,,,,,
2015-04-27,,,,,,BND,,,61.27262878417969,61.3461545476321,61.228517813490804,61.3461545476321,1591400.0,,,,,
2015-04-28,,,,,,BND,,,61.08149337768555,61.235887424445686,61.066785977481906,61.22118002424205,1217700.0,,,,,
2015-04-29,,,,,,BND,,,60.890350341796875,60.96387053191176,60.816830151681984,60.89770404357765,1905200.0,,,,,
2015-04-30,,,,,,BND,,,60.956520080566406,60.956520080566406,60.70654471277177,60.79477230303413,4229900.0,,,,,
2015-05-01,,,,,,BND,,,60.77159881591797,60.86735809994085,60.71266743190107,60.81579454392759,7173200.0,,,,,
2015-05-04,,,,,,BND,,,60.683250427246094,60.84530905331231,60.66852037942672,60.82321117157794,1190000.0,,,,,
2015-05-05,,,,,,BND,,,60.58744430541992,60.712669285273996,60.50641505492464,60.712669285273996,4175700.0,,,,,
2015-05-06,,,,,,BND,,,60.418025970458984,60.550618796085736,60.366462406048974,60.550618796085736,3938900.0,,,,,
2015-05-07,,,,,,BND,,,60.54324722290039,60.58744295127139,60.46221797421613,60.47694801033775,3602900.0,,,,,
2015-05-08,,,,,,BND,,,60.705322265625,60.808449406602264,60.66112090520069,60.75688583611363,1735900.0,,,,,
2015-05-11,,,,,,BND,,,60.388553619384766,60.6390035613262,60.344352273155316,60.58744000739674,929200.0,,,,,
2015-05-12,,,,,,BND,,,60.31488800048828,60.425382938651104,60.21912871808371,60.292790136856915,2139600.0,,,,,
2015-05-13,,,,,,BND,,,60.28547286987305,60.521198599658035,60.25601277366065,60.48436504937645,2372000.0,,,,,
2015-05-14,,,,,,BND,,,60.40330123901367,60.447496978103224,60.32963980052857,60.36646770976736,1485300.0,,,,,
2015-05-15,,,,,,BND,,,60.646419525146484,60.675885239351615,60.50645878767473,60.52119445478247,1402700.0,,,,,
2015-05-18,,,,,,BND,,,60.42539978027344,60.594826148679346,60.41803195034077,60.594826148679346,3747700.0,,,,,
2015-05-19,,,,,,BND,,,60.29279708862305,60.3811941733467,60.2265034900853,60.255969184993184,4856500.0,,,,,
2015-05-20,,,,,,BND,,,60.29279708862305,60.37382634461807,60.24123352753591,60.31489495480229,4097400.0,,,,,
2015-05-21,,,,,,BND,,,60.48432922363281,60.52116275209737,60.36646642855216,60.40329995701671,2314100.0,,,,,
2015-05-22,,,,,,BND,,,60.447471618652344,60.46956947892644,60.336982317281894,60.447471618652344,816600.0,,,,,
2015-05-26,,,,,,BND,,,60.594852447509766,60.63168037314168,60.42542600557093,60.447523884952076,1178300.0,,,,,
2015-05-27,,,,,,BND,,,60.62432098388672,60.653781077760485,60.50645812835054,60.60958531693955,2564500.0,,,,,
2015-05-28,,,,,,BND,,,60.631656646728516,60.68322021844332,60.58746090526091,60.646392307222925,1073300.0,,,,,
2015-05-29,,,,,,BND,,,60.653751373291016,60.742148471651696,60.61692346397971,60.712682772198136,2494300.0,,,,,
2015-06-01,,,,,,BND,,,60.45149612426758,60.66554971272198,60.421970908822935,60.66554971272198,1362800.0,,,,,
2015-06-02,,,,,,BND,,,60.281715393066406,60.39981623104087,60.23004768429205,60.37767373176014,1510000.0,,,,,
2015-06-03,,,,,,BND,,,60.01603698730469,60.17842293977574,59.949609442036675,60.171040224291986,1390000.0,,,,,
2015-06-04,,,,,,BND,,,60.16365432739258,60.23746457733262,60.08246136305021,60.09722116049378,1111300.0,,,,,
2015-06-05,,,,,,BND,,,59.92744827270508,60.04554352687479,59.86101511675448,59.986493084109846,4115300.0,,,,,
2015-06-08,,,,,,BND,,,60.001243591308594,60.03814588534088,59.956958585926344,59.98647816860866,4954500.0,,,,,
2015-06-09,,,,,,BND,,,59.82414245605469,59.934855051896164,59.79461722004264,59.934855051896164,2883300.0,,,,,
2015-06-10,,,,,,BND,,,59.69865798950195,59.78723369634273,59.661755668507126,59.728183225115544,1222800.0,,,,,
2015-06-11,,,,,,BND,,,59.9791259765625,59.98650305961476,59.74292979758447,59.78721482134251,1815900.0,,,,,
2015-06-12,,,,,,BND,,,59.9348258972168,60.09721180061064,59.8757810852774,59.9126833888195,1785100.0,,,,,
2015-06-15,,,,,,BND,,,59.94223403930664,60.10462001158824,59.927474237900405,60.06771206102874,2082900.0,,,,,
2015-06-16,,,,,,BND,,,60.09721374511719,60.09721374511719,59.95697597694334,60.038163299906934,2250700.0,,,,,
2015-06-17,,,,,,BND,,,60.11933135986328,60.134096780731944,59.860992808242415,60.06766364953911,865700.0,,,,,
2015-06-18,,,,,,BND,,,60.07508087158203,60.11198881359829,59.93483744955382,60.06032107359231,1210300.0,,,,,
2015-06-19,,,,,,BND,,,60.24485778808594,60.267000303789686,60.16366480959746,60.193190040989826,1176700.0,,,,,
2015-06-22,,,,,,BND,,,59.95697784423828,60.14888335010769,59.94221241679566,60.09721561677968,1020000.0,,,,,
2015-06-23,,,,,,BND,,,59.81668472290039,59.9569280102373,59.787159523916,59.8166847229004,1096000.0,,,,,
2015-06-24,,,,,,BND,,,59.92744827270508,59.95697349408755,59.846255321743335,59.897923051322614,6836900.0,,,,,
2015-06-25,,,,,,BND,,,59.84623336791992,59.93480336821639,59.8167081573684,59.905283789022974,2894500.0,,,,,
2015-06-26,,,,,,BND,,,59.73553466796875,59.77244260100371,59.67648422765678,59.74291738084773,963000.0,,,,,
2015-06-29,,,,,,BND,,,60.03816223144531,60.08245288024499,59.84625673496782,59.927449687846874,2168400.0,,,,,
2015-06-30,,,,,,BND,,,59.9791259765625,60.14151190549009,59.964360547735744,59.97912597656249,1547800.0,,,,,
2015-07-01,,,,,,BND,,,59.83342742919922,59.92957305443621,59.78165583981314,59.81124041127376,5399300.0,,,,,
2015-07-02,,,,,,BND,,,59.98130798339844,60.040477090155676,59.95172343001982,59.95172343001982,1060100.0,,,,,
2015-07-06,,,,,,BND,,,60.188377380371094,60.23275701936485,60.07004484262948,60.23275701936485,2210700.0,,,,,
2015-07-07,,,,,,BND,,,60.24755859375,60.47683181109842,60.24755859375,60.41766835166009,4183200.0,,,,,
2015-07-08,,,,,,BND,,,60.41766357421875,60.46943512380612,60.3215123802167,60.380681477652466,1967800.0,,,,,
2015-07-09,,,,,,BND,,,60.21798324584961,60.33632146816428,60.18839869027094,60.32152636903644,1670900.0,,,,,
2015-07-10,,,,,,BND,,,59.93694305419922,60.0256967277799,59.87037638834435,59.922147953930384,2038300.0,,,,,
2015-07-13,,,,,,BND,,,59.796424865722656,59.91476311111701,59.78902731471598,59.80382241672933,2846500.0,,,,,
2015-07-14,,,,,,BND,,,59.90736389160156,59.95913546185015,59.87777933107695,59.90736389160156,1567700.0,,,,,
2015-07-15,,,,,,BND,,,60.07746124267578,60.09964824779772,59.89256200975722,59.91474901487916,2631000.0,,,,,
2015-07-16,,,,,,BND,,,60.07746124267578,60.11443770365342,59.94433356926734,59.95912302512304,1063100.0,,,,,
2015-07-17,,,,,,BND,,,60.08485794067383,60.14402705416858,60.055273383926455,60.09225549052998,807900.0,,,,,
2015-07-20,,,,,,BND,,,60.003517150878906,60.07008383123725,59.966540677505314,60.04789681867736,1026900.0,,,,,
2015-07-21,,,,,,BND,,,60.114498138427734,60.151480279261335,59.98137033118222,59.99616544458864,1422900.0,,,,,
2015-07-22,,,,,,BND,,,60.13663864135742,60.22539232508461,60.129246733055396,60.144036192337545,1624100.0,,,,,
2015-07-23,,,,,,BND,,,60.27717208862305,60.30675665388616,60.12185735300081,60.16623137955606,1178400.0,,,,,
2015-07-24,,,,,,BND,,,60.31414031982422,60.358514336163296,60.27715821108995,60.34371923559856,804300.0,,,,,
2015-07-27,,,,,,BND,,,60.43247604370117,60.439873594367015,60.35851746507627,60.417686585047335,2022800.0,,,,,
2015-07-28,,,,,,BND,,,60.328956604003906,60.388125747218275,60.32155905043209,60.358541175611094,1434700.0,,,,,
2015-07-29,,,,,,BND,,,60.27717208862305,60.33634121914928,60.23279806206779,60.328943667163784,1020500.0,,,,,
2015-07-30,,,,,,BND,,,60.29936218261719,60.33634430175523,60.23280113938369,60.26238570615829,788000.0,,,,,
2015-07-31,,,,,,BND,,,60.5064811706543,60.52127628336804,60.43992009148904,60.48429414426588,1589100.0,,,,,
2015-08-03,,,,,,BND,,,60.64653778076172,60.66135786070891,60.50572157663928,60.55018747084177,2085800.0,,,,,
2015-08-04,,,,,,BND,,,60.43901824951172,60.60947460087716,60.42419251630399,60.59465452202992,1007300.0,,,,,
2015-08-05,,,,,,BND,,,60.342655181884766,60.37971385270423,60.2611306295694,60.36488812263273,2097000.0,,,,,
2015-08-06,,,,,,BND,,,60.37974548339844,60.43903712602653,60.34268679316532,60.357512531003465,1173000.0,,,,,
2015-08-07,,,,,,BND,,,60.50568389892578,60.557562627976736,60.4389850991563,60.47603810313133,1773800.0,,,,,
2015-08-10,,,,,,BND,,,60.37974548339844,60.483503030816465,60.34268679316532,60.46127007842149,1173300.0,,,,,
2015-08-11,,,,,,BND,,,60.60951614379883,60.6910407692384,60.55763735073404,60.579870311424045,1424200.0,,,,,
2015-08-12,,,,,,BND,,,60.58724594116211,60.79476098586529,60.572425861266545,60.71323641053748,1029700.0,,,,,
2015-08-13,,,,,,BND,,,60.461265563964844,60.58725605437052,60.43903261322994,60.52796441616955,845500.0,,,,,
2015-08-14,,,,,,BND,,,60.43901824951172,60.527950031316124,60.40937243745675,60.43901824951172,2279800.0,,,,,
2015-08-17,,,,,,BND,,,60.550174713134766,60.60946632915283,60.520534559485455,60.5798205211438,821900.0,,,,,
2015-08-18,,,,,,BND,,,60.43901824951172,60.52054281907275,60.416779649700125,60.47607127381006,1083900.0,,,,,
2015-08-19,,,,,,BND,,,60.65394973754883,60.67618834075036,60.34267714506367,60.379735829371526,1356600.0,,,,,
2015-08-20,,,,,,BND,,,60.70582580566406,60.75029169722698,60.653941393026564,60.676179993168596,1536900.0,,,,,
2015-08-21,,,,,,BND,,,60.802162170410156,60.839215190210105,60.6761717252427,60.7502834192024,3459200.0,,,,,
2015-08-24,,,,,,BND,,,60.7873420715332,61.09120739559172,60.720643237097136,60.994862749952844,4751800.0,,,,,
2015-08-25,,,,,,BND,,,60.58724594116211,60.71323641053748,60.47607555168229,60.71323641053748,5325500.0,,,,,
2015-08-26,,,,,,BND,,,60.32782745361328,60.57980828927217,60.290768787494706,60.43158493351501,2742500.0,,,,,
2015-08-27,,,,,,BND,,,60.409332275390625,60.490856790751536,60.29074910600866,60.30557482935977,2671000.0,,,,,
2015-08-28,,,,,,BND,,,60.43901824951172,60.57982878882219,60.40937243745675,60.54277576452385,2723900.0,,,,,
2015-08-31,,,,,,BND,,,60.35750961303711,60.5501989607195,60.3500967444764,60.53537887796008,3103700.0,,,,,
2015-09-01,,,,,,BND,,,60.50449752807617,60.55648348976757,60.40794812347437,60.44508338155889,2577700.0,,,,,
2015-09-02,,,,,,BND,,,60.45994567871094,60.5267823505619,60.40053152636869,60.445089307602665,1934700.0,,,,,
2015-09-03,,,,,,BND,,,60.50449752807617,60.57876237820034,60.452511566384764,60.54162712011582,2503000.0,,,,,
2015-09-04,,,,,,BND,,,60.653053283691406,60.67533218169475,60.511951707654475,60.60849548768472,1213800.0,,,,,
2015-09-08,,,,,,BND,,,60.50449752807617,60.54162712011582,60.45993975121065,60.54162712011582,1194600.0,,,,,
2015-09-09,,,,,,BND,,,60.48970031738281,60.57882162431942,60.30403517746936,60.318891561650666,4265400.0,,,,,
2015-09-10,,,,,,BND,,,60.36341857910156,60.47481873941307,60.36341857910156,60.47481873941307,1889000.0,,,,,
2015-09-11,,,,,,BND,,,60.48970031738281,60.549114522007216,60.46742140716126,60.519407419695014,1411500.0,,,,,
2015-09-14,,,,,,BND,,,60.50449752807617,60.57133419337446,60.482218639643406,60.56391167459345,905900.0,,,,,
2015-09-15,,,,,,BND,,,60.25202941894531,60.45255087732453,60.200043423448584,60.445122687668274,1697300.0,,,,,
2015-09-16,,,,,,BND,,,60.214874267578125,60.259432054523074,60.155460107620755,60.207446081071915,1579000.0,,,,,
2015-09-17,,,,,,BND,,,60.55656433105469,60.55656433105469,60.17037752918886,60.185233918673475,1833200.0,,,,,
2015-09-18,,,,,,BND,,,60.727317810058594,60.73474599803197,60.59363875677415,60.62334584262039,1639800.0,,,,,
2015-09-21,,,,,,BND,,,60.50449752807617,60.653027228324504,60.45993975121065,60.615897636284856,933800.0,,,,,
2015-09-22,,,,,,BND,,,60.61594772338867,60.73477044856187,60.58624062558299,60.60109134146106,1444000.0,,,,,
2015-09-23,,,,,,BND,,,60.61594772338867,60.67535625295049,60.56396171874111,60.64565482119436,709000.0,,,,,
2015-09-24,,,,,,BND,,,60.63821029663086,60.794168268564476,60.62335391870497,60.77931189063859,1454400.0,,,,,
2015-09-25,,,,,,BND,,,60.52680969238281,60.6233534840167,60.52680969238281,60.601074583335645,1134000.0,,,,,
2015-09-28,,,,,,BND,,,60.68276596069336,60.72732376080536,60.556515083010815,60.62335178317881,1305000.0,,,,,
2015-09-29,,,,,,BND,,,60.727317810058594,60.80901087962393,60.67533182633949,60.690188202286244,1256600.0,,,,,
2015-09-30,,,,,,BND,,,60.84611892700195,60.85354711165149,60.712439933534036,60.742147006087436,4432000.0,,,,,
2015-10-01,,,,,,BND,,,60.878963470458984,60.99058720456256,60.87152605162598,60.93849688563675,2023700.0,,,,,
2015-10-02,,,,,,BND,,,61.10958480834961,61.27329299850704,61.020284786744405,61.14678889262572,1770400.0,,,,,
2015-10-05,,,,,,BND,,,60.871463775634766,61.03517198375964,60.871463775634766,61.03517198375964,4199900.0,,,,,
2015-10-06,,,,,,BND,,,60.95330810546875,61.01283577000844,60.87145117963821,60.9458650183718,1925300.0,,,,,
2015-10-07,,,,,,BND,,,60.95330810546875,60.99795527322651,60.87145117963821,60.92354143449292,1871000.0,,,,,
2015-10-08,,,,,,BND,,,60.856571197509766,60.99796147967822,60.826804523505224,60.9607517178194,1118100.0,,,,,
2015-10-09,,,,,,BND,,,60.84910202026367,60.901192258084514,60.78213129052694,60.78213129052694,1197400.0,,,,,
2015-10-12,,,,,,BND,,,60.95330810546875,60.99795527322651,60.87145117963821,60.90121217320207,864100.0,,,,,
2015-10-13,,,,,,BND,,,60.9904899597168,61.020256619844936,60.91607614810141,60.97560946835768,971700.0,,,,,
2015-10-14,,,,,,BND,,,61.21372985839844,61.213729858398445,61.05001608569107,61.07978274231143,786300.0,,,,,
2015-10-15,,,,,,BND,,,61.09470748901367,61.184007523563835,61.06494081083029,61.131917256096244,2264300.0,,,,,
2015-10-16,,,,,,BND,,,61.072383880615234,61.13191723696338,61.05006029133802,61.064940791718385,1241200.0,,,,,
2015-10-19,,,,,,BND,,,61.072383880615234,61.10959364768616,61.005413112783586,61.07982696951209,840100.0,,,,,
2015-10-20,,,,,,BND,,,60.975650787353516,61.005417467652485,60.94588410705455,60.97565078735352,1348200.0,,,,,
2015-10-21,,,,,,BND,,,61.08723449707031,61.15421090955039,61.04258734035731,61.08723449707031,943500.0,,,,,
2015-10-22,,,,,,BND,,,61.19144058227539,61.23608775352547,61.08725438700453,61.08725438700453,1101300.0,,,,,
2015-10-23,,,,,,BND,,,61.03515625,61.079809092898955,61.02027575397481,61.079809092898955,1367100.0,,,,,
2015-10-26,,,,,,BND,,,61.102149963378906,61.169120730557964,61.102149963378906,61.124473552438594,1512200.0,,,,,
2015-10-27,,,,,,BND,,,61.11703872680664,61.22866236461018,61.11703872680664,61.213781862362936,929400.0,,,,,
2015-10-28,,,,,,BND,,,60.94588088989258,61.15424196357278,60.938437800857294,61.15424196357278,2617300.0,,,,,
2015-10-29,,,,,,BND,,,60.73005294799805,60.871443197238975,60.700286280925674,60.871443197238975,943200.0,,,,,
2015-10-30,,,,,,BND,,,60.8640022277832,60.8640022277832,60.7151688872454,60.73005506000489,1474100.0,,,,,
2015-11-02,,,,,,BND,,,60.743953704833984,60.8036103163796,60.70667258949369,60.72904239653139,2939200.0,,,,,
2015-11-03,,,,,,BND,,,60.63956069946289,60.72904562153337,60.5948210830116,60.69921731417655,3997100.0,,,,,
2015-11-04,,,,,,BND,,,60.67682647705078,60.72902457454285,60.572430282066655,60.6917377809774,3594400.0,,,,,
2015-11-05,,,,,,BND,,,60.56499481201172,60.6768495460687,60.48296838631447,60.66193254730479,1715400.0,,,,,
2015-11-06,,,,,,BND,,,60.32638931274414,60.415868571317034,60.274191182186776,60.38604594457243,1198700.0,,,,,
2015-11-09,,,,,,BND,,,60.27416229248047,60.348730201940285,60.21450568924588,60.22941699547112,2358300.0,,,,,
2015-11-10,,,,,,BND,,,60.34129333496094,60.43077827189074,60.281636710341076,60.34875183533064,1421000.0,,,,,
2015-11-11,,,,,,BND,,,60.3487548828125,60.378583196628696,60.30401525667277,60.34875488281249,1303500.0,,,,,
2015-11-12,,,,,,BND,,,60.35617446899414,60.44565366358199,60.35617446899414,60.430742360872514,1263900.0,,,,,
2015-11-13,,,,,,BND,,,60.468040466308594,60.490415960413195,60.40838954953089,60.40838954953089,1583300.0,,,,,
2015-11-16,,,,,,BND,,,60.468040466308594,60.55006687719091,60.43821785250328,60.490415960413195,949100.0,,,,,
2015-11-17,,,,,,BND,,,60.535194396972656,60.579934035543275,60.371141469986085,60.42333961137538,1155900.0,,,,,
2015-11-18,,,,,,BND,,,60.505332946777344,60.54261975128461,60.45313483396774,60.49787444804237,944100.0,,,,,
2015-11-19,,,,,,BND,,,60.587364196777344,60.62465100425798,60.572452887285934,60.6097340055985,1085500.0,,,,,
2015-11-20,,,,,,BND,,,60.572410583496094,60.63951996309033,60.55003510113392,60.63951996309033,1273800.0,,,,,
2015-11-23,,,,,,BND,,,60.59478759765625,60.632068694374404,60.51276122004564,60.55750081177333,1647300.0,,,,,
2015-11-24,,,,,,BND,,,60.61720275878906,60.66194238399941,60.58737444559249,60.61720275878906,1361900.0,,,,,
2015-11-25,,,,,,BND,,,60.624610900878906,60.66935048892582,60.60223541769115,60.64698069490237,904600.0,,,,,
2015-11-27,,,,,,BND,,,60.654483795166016,60.691770608899745,60.63211398259339,60.676859296907665,516000.0,,,,,
